#,Date-Time (EST),"ACCurrent , amp","Temperature , °C","RH , %","Dew Point , °C"
13829,02/08/2025 01:38:00,0.333,15.663,14.94,-10.93
13830,02/08/2025 01:39:00,0.336,15.651,15.0,-10.89
13831,02/08/2025 01:40:00,0.336,15.639,14.92,-10.96
13832,02/08/2025 01:41:00,0.342,15.627,14.92,-10.97
13833,02/08/2025 01:42:00,0.342,15.613,14.91,-10.99
13834,02/08/2025 01:43:00,0.336,15.601,14.97,-10.95
13835,02/08/2025 01:44:00,0.333,15.591,14.98,-10.95
13836,02/08/2025 01:45:00,0.333,15.578,14.98,-10.96
13837,02/08/2025 01:46:00,0.333,15.566,14.97,-10.98
13838,02/08/2025 01:47:00,0.333,15.554,14.97,-10.99
13839,02/08/2025 01:48:00,0.336,15.545,15.04,-10.94
13840,02/08/2025 01:49:00,0.333,15.534,15.03,-10.96
13841,02/08/2025 01:50:00,0.333,15.522,15.04,-10.95
13842,02/08/2025 01:51:00,0.336,15.512,15.01,-10.99
13843,02/08/2025 01:52:00,0.333,15.503,15.04,-10.97
13844,02/08/2025 01:53:00,0.333,15.491,15.04,-10.98
13845,02/08/2025 01:54:00,0.336,15.481,15.0,-11.03
13846,02/08/2025 01:55:00,0.336,15.469,15.04,-11.0
13847,02/08/2025 01:56:00,0.339,15.458,15.02,-11.02
13848,02/08/2025 01:57:00,0.336,15.451,15.07,-10.99
13849,02/08/2025 01:58:00,0.336,15.442,15.12,-10.96
13850,02/08/2025 01:59:00,0.333,15.431,15.02,-11.04
13851,02/08/2025 02:00:00,0.333,15.422,15.08,-11.0
13852,02/08/2025 02:01:00,0.333,15.413,15.12,-10.98
13853,02/08/2025 02:02:00,0.333,15.403,15.13,-10.98
13854,02/08/2025 02:03:00,0.336,15.394,15.14,-10.97
13855,02/08/2025 02:04:00,0.336,15.387,15.14,-10.98
13856,02/08/2025 02:05:00,0.333,15.379,15.16,-10.97
13857,02/08/2025 02:06:00,0.333,15.369,15.18,-10.97
13858,02/08/2025 02:07:00,0.33,15.361,15.16,-10.99
13859,02/08/2025 02:08:00,0.333,15.354,15.13,-11.02
13860,02/08/2025 02:09:00,0.336,15.345,15.14,-11.01
13861,02/08/2025 02:10:00,0.336,15.336,15.17,-11.0
13862,02/08/2025 02:11:00,0.336,15.327,15.23,-10.95
13863,02/08/2025 02:12:00,0.336,15.319,15.2,-10.98
13864,02/08/2025 02:13:00,0.336,15.31,15.2,-10.99
13865,02/08/2025 02:14:00,0.333,15.303,15.3,-10.92
13866,02/08/2025 02:15:00,0.333,15.294,15.28,-10.94
13867,02/08/2025 02:16:00,0.336,15.285,15.23,-10.99
13868,02/08/2025 02:17:00,0.333,15.278,15.29,-10.94
13869,02/08/2025 02:18:00,0.333,15.267,15.28,-10.97
13870,02/08/2025 02:19:00,0.336,15.258,15.31,-10.95
13871,02/08/2025 02:20:00,0.336,15.249,15.25,-11.0
13872,02/08/2025 02:21:00,0.336,15.24,15.35,-10.93
13873,02/08/2025 02:22:00,0.333,15.231,15.31,-10.97
13874,02/08/2025 02:23:00,0.336,15.221,15.35,-10.94
13875,02/08/2025 02:24:00,0.336,15.21,15.29,-11.0
13876,02/08/2025 02:25:00,0.336,15.198,15.34,-10.97
13877,02/08/2025 02:26:00,0.336,15.188,15.37,-10.96
13878,02/08/2025 02:27:00,0.336,15.178,15.4,-10.94
13879,02/08/2025 02:28:00,0.336,15.166,15.41,-10.94
13880,02/08/2025 02:29:00,0.333,15.155,15.4,-10.96
13881,02/08/2025 02:30:00,0.336,15.143,15.44,-10.93
13882,02/08/2025 02:31:00,0.333,15.13,15.41,-10.97
13883,02/08/2025 02:32:00,0.336,15.118,15.44,-10.95
13884,02/08/2025 02:33:00,0.336,15.106,15.44,-10.96
13885,02/08/2025 02:34:00,0.336,15.094,15.44,-10.97
13886,02/08/2025 02:35:00,0.336,15.082,15.43,-10.99
13887,02/08/2025 02:36:00,0.336,15.07,15.47,-10.97
13888,02/08/2025 02:37:00,0.336,15.057,15.5,-10.95
13889,02/08/2025 02:38:00,0.333,15.045,15.55,-10.93
13890,02/08/2025 02:39:00,0.333,15.031,15.53,-10.95
13891,02/08/2025 02:40:00,0.333,15.018,15.53,-10.96
13892,02/08/2025 02:41:00,0.336,15.006,15.55,-10.96
13893,02/08/2025 02:42:00,0.333,14.992,15.56,-10.96
13894,02/08/2025 02:43:00,0.333,14.979,15.53,-10.99
13895,02/08/2025 02:44:00,0.333,14.967,15.61,-10.94
13896,02/08/2025 02:45:00,0.33,14.953,15.62,-10.94
13897,02/08/2025 02:46:00,0.333,14.94,15.68,-10.9
13898,02/08/2025 02:47:00,0.333,14.928,15.68,-10.91
13899,02/08/2025 02:48:00,0.333,14.915,15.68,-10.92
13900,02/08/2025 02:49:00,0.333,14.901,15.73,-10.9
13901,02/08/2025 02:50:00,0.336,14.888,15.76,-10.89
13902,02/08/2025 02:51:00,0.333,14.876,15.74,-10.9
13903,02/08/2025 02:52:00,0.333,14.864,15.79,-10.88
13904,02/08/2025 02:53:00,0.336,14.849,15.79,-10.89
13905,02/08/2025 02:54:00,0.333,14.835,15.77,-10.92
13906,02/08/2025 02:55:00,0.336,14.823,15.79,-10.91
13907,02/08/2025 02:56:00,0.336,14.81,15.79,-10.92
13908,02/08/2025 02:57:00,0.333,14.798,15.77,-10.95
13909,02/08/2025 02:58:00,0.333,14.785,15.8,-10.93
13910,02/08/2025 02:59:00,0.333,14.773,15.88,-10.88
13911,02/08/2025 03:00:00,0.33,14.759,15.86,-10.91
13912,02/08/2025 03:01:00,0.33,14.747,15.89,-10.89
13913,02/08/2025 03:02:00,0.33,14.735,15.89,-10.9
13914,02/08/2025 03:03:00,0.33,14.722,15.84,-10.95
13915,02/08/2025 03:04:00,0.333,14.71,15.89,-10.93
13916,02/08/2025 03:05:00,0.333,14.696,15.86,-10.96
13917,02/08/2025 03:06:00,0.333,14.686,15.81,-11.01
13918,02/08/2025 03:07:00,0.333,14.674,15.86,-10.98
13919,02/08/2025 03:08:00,0.333,14.662,15.86,-10.99
13920,02/08/2025 03:09:00,0.33,14.65,15.87,-10.99
13921,02/08/2025 03:10:00,0.33,14.636,15.87,-11.0
13922,02/08/2025 03:11:00,0.333,14.624,15.88,-11.0
13923,02/08/2025 03:12:00,0.333,14.611,15.92,-10.98
13924,02/08/2025 03:13:00,0.333,14.599,15.92,-10.99
13925,02/08/2025 03:14:00,0.333,14.586,15.94,-10.98
13926,02/08/2025 03:15:00,0.33,14.574,15.93,-11.0
13927,02/08/2025 03:16:00,0.333,14.562,15.99,-10.96
13928,02/08/2025 03:17:00,0.333,14.55,15.97,-10.99
13929,02/08/2025 03:18:00,0.333,14.539,15.97,-11.0
13930,02/08/2025 03:19:00,0.333,14.527,16.0,-10.98
13931,02/08/2025 03:20:00,0.333,14.515,16.02,-10.98
13932,02/08/2025 03:21:00,0.33,14.502,15.99,-11.02
13933,02/08/2025 03:22:00,0.333,14.49,16.0,-11.01
13934,02/08/2025 03:23:00,0.333,14.478,15.99,-11.03
13935,02/08/2025 03:24:00,0.33,14.466,15.95,-11.07
13936,02/08/2025 03:25:00,0.333,14.454,16.01,-11.03
13937,02/08/2025 03:26:00,0.333,14.442,15.97,-11.08
13938,02/08/2025 03:27:00,0.333,14.43,16.0,-11.06
13939,02/08/2025 03:28:00,0.333,14.418,16.0,-11.07
13940,02/08/2025 03:29:00,0.33,14.406,15.92,-11.14
13941,02/08/2025 03:30:00,0.333,14.395,16.04,-11.06
13942,02/08/2025 03:31:00,0.333,14.384,15.95,-11.14
13943,02/08/2025 03:32:00,0.33,14.372,16.03,-11.09
13944,02/08/2025 03:33:00,0.327,14.36,16.03,-11.1
13945,02/08/2025 03:34:00,0.33,14.348,16.03,-11.11
13946,02/08/2025 03:35:00,0.327,14.336,16.03,-11.12
13947,02/08/2025 03:36:00,0.33,14.325,16.0,-11.15
13948,02/08/2025 03:37:00,0.33,14.313,16.02,-11.14
13949,02/08/2025 03:38:00,0.327,14.303,15.99,-11.17
13950,02/08/2025 03:39:00,0.33,14.292,16.03,-11.15
13951,02/08/2025 03:40:00,0.33,14.28,16.01,-11.18
13952,02/08/2025 03:41:00,0.33,14.268,16.06,-11.15
13953,02/08/2025 03:42:00,0.333,14.258,16.04,-11.17
13954,02/08/2025 03:43:00,0.33,14.246,16.0,-11.21
13955,02/08/2025 03:44:00,0.33,14.237,16.07,-11.17
13956,02/08/2025 03:45:00,0.33,14.226,16.14,-11.12
13957,02/08/2025 03:46:00,0.33,14.216,16.1,-11.16
13958,02/08/2025 03:47:00,0.333,14.204,16.11,-11.16
13959,02/08/2025 03:48:00,0.333,14.193,16.13,-11.15
13960,02/08/2025 03:49:00,0.33,14.183,16.17,-11.13
13961,02/08/2025 03:50:00,0.327,14.172,16.22,-11.1
13962,02/08/2025 03:51:00,0.333,14.16,16.16,-11.16
13963,02/08/2025 03:52:00,0.333,14.15,16.17,-11.16
13964,02/08/2025 03:53:00,0.33,14.139,16.17,-11.16
13965,02/08/2025 03:54:00,0.33,14.127,16.2,-11.15
13966,02/08/2025 03:55:00,0.333,14.117,16.19,-11.17
13967,02/08/2025 03:56:00,0.33,14.106,16.22,-11.16
13968,02/08/2025 03:57:00,0.333,14.096,16.2,-11.18
13969,02/08/2025 03:58:00,0.327,14.085,16.23,-11.16
13970,02/08/2025 03:59:00,0.33,14.076,16.23,-11.17
13971,02/08/2025 04:00:00,0.333,14.064,16.21,-11.19
13972,02/08/2025 04:01:00,0.33,14.052,16.2,-11.22
13973,02/08/2025 04:02:00,0.33,14.043,16.21,-11.21
13974,02/08/2025 04:03:00,0.33,14.033,16.25,-11.19
13975,02/08/2025 04:04:00,0.33,14.022,16.2,-11.24
13976,02/08/2025 04:05:00,0.327,14.012,16.18,-11.26
13977,02/08/2025 04:06:00,0.33,14.003,16.23,-11.23
13978,02/08/2025 04:07:00,0.33,13.992,16.26,-11.22
13979,02/08/2025 04:08:00,0.33,13.982,16.23,-11.25
13980,02/08/2025 04:09:00,0.33,13.971,16.24,-11.25
13981,02/08/2025 04:10:00,0.33,13.961,16.22,-11.27
13982,02/08/2025 04:11:00,0.33,13.952,16.24,-11.26
13983,02/08/2025 04:12:00,0.33,13.941,16.24,-11.27
13984,02/08/2025 04:13:00,0.33,13.931,16.27,-11.26
13985,02/08/2025 04:14:00,0.33,13.922,16.3,-11.24
13986,02/08/2025 04:15:00,0.33,13.913,16.29,-11.26
13987,02/08/2025 04:16:00,0.33,13.902,16.28,-11.27
13988,02/08/2025 04:17:00,0.33,13.893,16.27,-11.29
13989,02/08/2025 04:18:00,0.33,13.884,16.33,-11.25
13990,02/08/2025 04:19:00,0.33,13.877,16.31,-11.27
13991,02/08/2025 04:20:00,0.33,13.868,16.31,-11.27
13992,02/08/2025 04:21:00,0.327,13.859,16.31,-11.28
13993,02/08/2025 04:22:00,0.327,13.85,16.36,-11.25
13994,02/08/2025 04:23:00,0.327,13.841,16.28,-11.32
13995,02/08/2025 04:24:00,0.327,13.832,16.3,-11.32
13996,02/08/2025 04:25:00,0.33,13.824,16.36,-11.28
13997,02/08/2025 04:26:00,0.327,13.817,16.34,-11.3
13998,02/08/2025 04:27:00,0.327,13.808,16.39,-11.27
13999,02/08/2025 04:28:00,0.327,13.799,16.37,-11.29
14000,02/08/2025 04:29:00,0.327,13.791,16.39,-11.28
14001,02/08/2025 04:30:00,0.33,13.784,16.43,-11.25
14002,02/08/2025 04:31:00,0.327,13.776,16.43,-11.26
14003,02/08/2025 04:32:00,0.33,13.769,16.42,-11.28
14004,02/08/2025 04:33:00,0.33,13.763,16.47,-11.24
14005,02/08/2025 04:34:00,0.327,13.755,16.45,-11.26
14006,02/08/2025 04:35:00,0.33,13.748,16.49,-11.24
14007,02/08/2025 04:36:00,0.327,13.74,16.45,-11.28
14008,02/08/2025 04:37:00,0.327,13.734,16.46,-11.27
14009,02/08/2025 04:38:00,0.33,13.728,16.45,-11.29
14010,02/08/2025 04:39:00,0.33,13.721,16.51,-11.25
14011,02/08/2025 04:40:00,0.33,13.715,16.49,-11.26
14012,02/08/2025 04:41:00,0.327,13.709,16.57,-11.21
14013,02/08/2025 04:42:00,0.327,13.703,16.47,-11.29
14014,02/08/2025 04:43:00,0.327,13.698,16.51,-11.27
14015,02/08/2025 04:44:00,0.327,13.692,16.55,-11.24
14016,02/08/2025 04:45:00,0.327,13.685,16.55,-11.24
14017,02/08/2025 04:46:00,0.33,13.679,16.52,-11.27
14018,02/08/2025 04:47:00,0.327,13.673,16.54,-11.26
14019,02/08/2025 04:48:00,0.327,13.667,16.55,-11.26
14020,02/08/2025 04:49:00,0.327,13.661,16.53,-11.28
14021,02/08/2025 04:50:00,0.327,13.655,16.55,-11.27
14022,02/08/2025 04:51:00,0.327,13.649,16.58,-11.25
14023,02/08/2025 04:52:00,0.33,13.643,16.55,-11.28
14024,02/08/2025 04:53:00,0.327,13.637,16.66,-11.2
14025,02/08/2025 04:54:00,0.327,13.631,16.6,-11.25
14026,02/08/2025 04:55:00,0.33,13.625,16.6,-11.26
14027,02/08/2025 04:56:00,0.327,13.619,16.57,-11.29
14028,02/08/2025 04:57:00,0.327,13.613,16.66,-11.22
14029,02/08/2025 04:58:00,0.327,13.607,16.63,-11.25
14030,02/08/2025 04:59:00,0.327,13.599,16.64,-11.25
14031,02/08/2025 05:00:00,0.33,13.592,16.67,-11.23
14032,02/08/2025 05:01:00,0.327,13.586,16.72,-11.2
14033,02/08/2025 05:02:00,0.327,13.58,16.72,-11.2
14034,02/08/2025 05:03:00,0.327,13.572,16.7,-11.22
14035,02/08/2025 05:04:00,0.33,13.566,16.75,-11.19
14036,02/08/2025 05:05:00,0.33,13.559,16.82,-11.14
14037,02/08/2025 05:06:00,0.33,13.553,16.78,-11.18
14038,02/08/2025 05:07:00,0.327,13.547,16.85,-11.13
14039,02/08/2025 05:08:00,0.33,13.539,16.9,-11.1
14040,02/08/2025 05:09:00,0.33,13.532,16.91,-11.1
14041,02/08/2025 05:10:00,0.327,13.527,16.94,-11.08
14042,02/08/2025 05:11:00,0.327,13.52,16.91,-11.11
14043,02/08/2025 05:12:00,0.327,13.514,16.99,-11.05
14044,02/08/2025 05:13:00,0.323,13.506,16.99,-11.06
14045,02/08/2025 05:14:00,0.327,13.5,17.01,-11.05
14046,02/08/2025 05:15:00,0.323,13.493,17.03,-11.04
14047,02/08/2025 05:16:00,0.327,13.487,17.05,-11.03
14048,02/08/2025 05:17:00,0.327,13.479,17.08,-11.02
14049,02/08/2025 05:18:00,0.323,13.472,17.07,-11.03
14050,02/08/2025 05:19:00,0.323,13.464,17.08,-11.03
14051,02/08/2025 05:20:00,0.327,13.455,17.17,-10.97
14052,02/08/2025 05:21:00,0.327,13.447,17.16,-10.99
14053,02/08/2025 05:22:00,0.323,13.438,17.17,-10.98
14054,02/08/2025 05:23:00,0.323,13.431,17.14,-11.01
14055,02/08/2025 05:24:00,0.323,13.422,17.19,-10.99
14056,02/08/2025 05:25:00,0.323,13.413,17.2,-10.98
14057,02/08/2025 05:26:00,0.327,13.404,17.23,-10.97
14058,02/08/2025 05:27:00,0.32,13.396,17.26,-10.95
14059,02/08/2025 05:28:00,0.323,13.387,17.31,-10.93
14060,02/08/2025 05:29:00,0.323,13.378,17.39,-10.88
14061,02/08/2025 05:30:00,0.323,13.368,17.41,-10.87
14062,02/08/2025 05:31:00,0.323,13.36,17.43,-10.86
14063,02/08/2025 05:32:00,0.327,13.351,17.45,-10.86
14064,02/08/2025 05:33:00,0.327,13.342,17.49,-10.83
14065,02/08/2025 05:34:00,0.327,13.333,17.57,-10.79
14066,02/08/2025 05:35:00,0.323,13.324,17.6,-10.77
14067,02/08/2025 05:36:00,0.323,13.315,17.69,-10.71
14068,02/08/2025 05:37:00,0.327,13.306,17.66,-10.74
14069,02/08/2025 05:38:00,0.323,13.296,17.67,-10.74
14070,02/08/2025 05:39:00,0.327,13.287,17.72,-10.71
14071,02/08/2025 05:40:00,0.327,13.276,17.78,-10.68
14072,02/08/2025 05:41:00,0.33,13.267,17.78,-10.69
14073,02/08/2025 05:42:00,0.327,13.258,17.75,-10.72
14074,02/08/2025 05:43:00,0.327,13.247,17.75,-10.73
14075,02/08/2025 05:44:00,0.327,13.237,17.79,-10.7
14076,02/08/2025 05:45:00,0.327,13.228,17.76,-10.73
14077,02/08/2025 05:46:00,0.327,13.217,17.81,-10.71
14078,02/08/2025 05:47:00,0.327,13.205,17.79,-10.73
14079,02/08/2025 05:48:00,0.327,13.195,17.84,-10.71
14080,02/08/2025 05:49:00,0.327,13.184,17.82,-10.73
14081,02/08/2025 05:50:00,0.323,13.174,17.88,-10.69
14082,02/08/2025 05:51:00,0.323,13.163,17.91,-10.68
14083,02/08/2025 05:52:00,0.323,13.151,17.88,-10.71
14084,02/08/2025 05:53:00,0.323,13.139,17.94,-10.68
14085,02/08/2025 05:54:00,0.323,13.129,17.91,-10.71
14086,02/08/2025 05:55:00,0.327,13.117,18.0,-10.65
14087,02/08/2025 05:56:00,0.323,13.106,17.89,-10.74
14088,02/08/2025 05:57:00,0.323,13.094,17.94,-10.72
14089,02/08/2025 05:58:00,0.323,13.082,17.97,-10.7
14090,02/08/2025 05:59:00,0.327,13.071,17.94,-10.73
14091,02/08/2025 06:00:00,0.327,13.061,17.94,-10.74
14092,02/08/2025 06:01:00,0.327,13.049,17.94,-10.75
14093,02/08/2025 06:02:00,0.323,13.038,17.92,-10.77
14094,02/08/2025 06:03:00,0.323,13.028,17.99,-10.74
14095,02/08/2025 06:04:00,0.323,13.016,17.97,-10.76
14096,02/08/2025 06:05:00,0.323,13.005,17.92,-10.8
14097,02/08/2025 06:06:00,0.327,12.995,17.97,-10.78
14098,02/08/2025 06:07:00,0.323,12.983,17.94,-10.81
14099,02/08/2025 06:08:00,0.323,12.972,18.01,-10.77
14100,02/08/2025 06:09:00,0.327,12.963,18.03,-10.76
14101,02/08/2025 06:10:00,0.327,12.952,18.01,-10.78
14102,02/08/2025 06:11:00,0.33,12.942,18.01,-10.79
14103,02/08/2025 06:12:00,0.33,12.931,18.02,-10.79
14104,02/08/2025 06:13:00,0.327,12.921,18.02,-10.8
14105,02/08/2025 06:14:00,0.327,12.91,17.99,-10.83
14106,02/08/2025 06:15:00,0.323,12.9,18.06,-10.8
14107,02/08/2025 06:16:00,0.327,12.888,18.01,-10.84
14108,02/08/2025 06:17:00,0.327,12.879,18.05,-10.81
14109,02/08/2025 06:18:00,0.327,12.868,18.02,-10.85
14110,02/08/2025 06:19:00,0.327,12.857,18.09,-10.81
14111,02/08/2025 06:20:00,0.33,12.848,18.13,-10.79
14112,02/08/2025 06:21:00,0.327,12.838,18.16,-10.77
14113,02/08/2025 06:22:00,0.327,12.829,18.16,-10.78
14114,02/08/2025 06:23:00,0.327,12.818,18.19,-10.77
14115,02/08/2025 06:24:00,0.33,12.809,18.27,-10.72
14116,02/08/2025 06:25:00,0.327,12.8,18.21,-10.77
14117,02/08/2025 06:26:00,0.327,12.79,18.25,-10.75
14118,02/08/2025 06:27:00,0.327,12.781,18.26,-10.75
14119,02/08/2025 06:28:00,0.323,12.773,18.31,-10.72
14120,02/08/2025 06:29:00,0.327,12.764,18.31,-10.73
14121,02/08/2025 06:30:00,0.323,12.755,18.4,-10.68
14122,02/08/2025 06:31:00,0.327,12.744,18.42,-10.67
14123,02/08/2025 06:32:00,0.323,12.735,18.46,-10.65
14124,02/08/2025 06:33:00,0.327,12.726,18.44,-10.67
14125,02/08/2025 06:34:00,0.327,12.717,18.43,-10.69
14126,02/08/2025 06:35:00,0.327,12.71,18.43,-10.7
14127,02/08/2025 06:36:00,0.323,12.701,18.48,-10.67
14128,02/08/2025 06:37:00,0.327,12.693,18.48,-10.68
14129,02/08/2025 06:38:00,0.323,12.684,18.48,-10.68
14130,02/08/2025 06:39:00,0.323,12.675,18.49,-10.68
14131,02/08/2025 06:40:00,0.323,12.666,18.52,-10.67
14132,02/08/2025 06:41:00,0.323,12.657,18.54,-10.67
14133,02/08/2025 06:42:00,0.323,12.648,18.49,-10.7
14134,02/08/2025 06:43:00,0.323,12.639,18.53,-10.68
14135,02/08/2025 06:44:00,0.323,12.63,18.53,-10.69
14136,02/08/2025 06:45:00,0.323,12.621,18.52,-10.71
14137,02/08/2025 06:46:00,0.323,12.61,18.55,-10.7
14138,02/08/2025 06:47:00,0.327,12.601,18.58,-10.68
14139,02/08/2025 06:48:00,0.327,12.592,18.59,-10.68
14140,02/08/2025 06:49:00,0.323,12.583,18.66,-10.65
14141,02/08/2025 06:50:00,0.323,12.572,18.58,-10.71
14142,02/08/2025 06:51:00,0.32,12.563,18.56,-10.73
14143,02/08/2025 06:52:00,0.32,12.554,18.69,-10.65
14144,02/08/2025 06:53:00,0.323,12.545,18.62,-10.7
14145,02/08/2025 06:54:00,0.323,12.535,18.64,-10.7
14146,02/08/2025 06:55:00,0.323,12.526,18.58,-10.75
14147,02/08/2025 06:56:00,0.323,12.517,18.65,-10.7
14148,02/08/2025 06:57:00,0.323,12.507,18.67,-10.7
14149,02/08/2025 06:58:00,0.323,12.498,18.64,-10.73
14150,02/08/2025 06:59:00,0.323,12.488,18.62,-10.75
14151,02/08/2025 07:00:00,0.327,12.479,18.65,-10.74
14152,02/08/2025 07:01:00,0.327,12.47,18.74,-10.68
14153,02/08/2025 07:02:00,0.33,12.459,18.71,-10.71
14154,02/08/2025 07:03:00,0.327,12.452,18.7,-10.73
14155,02/08/2025 07:04:00,0.327,12.443,18.8,-10.66
14156,02/08/2025 07:05:00,0.327,12.433,18.79,-10.68
14157,02/08/2025 07:06:00,0.32,12.424,18.79,-10.69
14158,02/08/2025 07:07:00,0.327,12.415,18.82,-10.68
14159,02/08/2025 07:08:00,0.327,12.408,18.85,-10.66
14160,02/08/2025 07:09:00,0.327,12.399,18.88,-10.65
14161,02/08/2025 07:10:00,0.323,12.39,18.88,-10.66
14162,02/08/2025 07:11:00,0.323,12.382,18.88,-10.67
14163,02/08/2025 07:12:00,0.323,12.375,18.95,-10.62
14164,02/08/2025 07:13:00,0.323,12.367,18.92,-10.65
14165,02/08/2025 07:14:00,0.323,12.359,18.98,-10.61
14166,02/08/2025 07:15:00,0.323,12.352,18.97,-10.63
14167,02/08/2025 07:16:00,0.327,12.344,19.04,-10.59
14168,02/08/2025 07:17:00,0.327,12.338,19.01,-10.61
14169,02/08/2025 07:18:00,0.327,12.331,19.04,-10.6
14170,02/08/2025 07:19:00,0.327,12.323,19.03,-10.61
14171,02/08/2025 07:20:00,0.327,12.317,19.13,-10.55
14172,02/08/2025 07:21:00,0.32,12.31,19.07,-10.59
14173,02/08/2025 07:22:00,0.32,12.303,19.15,-10.55
14174,02/08/2025 07:23:00,0.32,12.296,19.12,-10.58
14175,02/08/2025 07:24:00,0.323,12.291,19.15,-10.56
14176,02/08/2025 07:25:00,0.323,12.285,19.12,-10.59
14177,02/08/2025 07:26:00,0.323,12.279,19.15,-10.57
14178,02/08/2025 07:27:00,0.323,12.275,19.16,-10.56
14179,02/08/2025 07:28:00,0.323,12.269,19.19,-10.55
14180,02/08/2025 07:29:00,0.327,12.263,19.25,-10.51
14181,02/08/2025 07:30:00,0.327,12.257,19.24,-10.53
14182,02/08/2025 07:31:00,0.323,12.252,19.24,-10.53
14183,02/08/2025 07:32:00,0.327,12.248,19.29,-10.51
14184,02/08/2025 07:33:00,0.327,12.243,19.3,-10.5
14185,02/08/2025 07:34:00,0.32,12.238,19.27,-10.53
14186,02/08/2025 07:35:00,0.32,12.234,19.39,-10.45
14187,02/08/2025 07:36:00,0.323,12.228,19.42,-10.44
14188,02/08/2025 07:37:00,0.32,12.223,19.38,-10.47
14189,02/08/2025 07:38:00,0.323,12.219,19.4,-10.45
14190,02/08/2025 07:39:00,0.323,12.214,19.45,-10.43
14191,02/08/2025 07:40:00,0.323,12.21,19.46,-10.42
14192,02/08/2025 07:41:00,0.327,12.205,19.4,-10.46
14193,02/08/2025 07:42:00,0.323,12.202,19.5,-10.41
14194,02/08/2025 07:43:00,0.327,12.198,19.5,-10.41
14195,02/08/2025 07:44:00,0.323,12.195,19.5,-10.41
14196,02/08/2025 07:45:00,0.327,12.19,19.53,-10.4
14197,02/08/2025 07:46:00,0.327,12.187,19.52,-10.4
14198,02/08/2025 07:47:00,0.327,12.184,19.51,-10.41
14199,02/08/2025 07:48:00,0.323,12.179,19.57,-10.38
14200,02/08/2025 07:49:00,0.323,12.176,19.62,-10.35
14201,02/08/2025 07:50:00,0.323,12.173,19.62,-10.35
14202,02/08/2025 07:51:00,0.32,12.172,19.58,-10.38
14203,02/08/2025 07:52:00,0.323,12.169,19.68,-10.32
14204,02/08/2025 07:53:00,0.327,12.166,19.68,-10.32
14205,02/08/2025 07:54:00,0.327,12.164,19.71,-10.3
14206,02/08/2025 07:55:00,0.323,12.163,19.74,-10.28
14207,02/08/2025 07:56:00,0.323,12.16,19.74,-10.29
14208,02/08/2025 07:57:00,0.323,12.158,19.81,-10.24
14209,02/08/2025 07:58:00,0.323,12.158,19.77,-10.27
14210,02/08/2025 07:59:00,0.323,12.157,19.78,-10.26
14211,02/08/2025 08:00:00,0.32,12.157,19.83,-10.23
14212,02/08/2025 08:01:00,0.323,12.157,19.83,-10.23
14213,02/08/2025 08:02:00,0.32,12.157,19.83,-10.23
14214,02/08/2025 08:03:00,0.32,12.157,19.91,-10.18
14215,02/08/2025 08:04:00,0.32,12.158,19.89,-10.19
14216,02/08/2025 08:05:00,0.32,12.158,19.91,-10.18
14217,02/08/2025 08:06:00,0.323,12.16,19.97,-10.14
14218,02/08/2025 08:07:00,0.32,12.161,19.92,-10.17
14219,02/08/2025 08:08:00,0.32,12.161,19.92,-10.17
14220,02/08/2025 08:09:00,0.323,12.163,19.94,-10.16
14221,02/08/2025 08:10:00,0.323,12.164,19.95,-10.15
14222,02/08/2025 08:11:00,0.323,12.166,19.94,-10.16
14223,02/08/2025 08:12:00,0.323,12.169,20.0,-10.11
14224,02/08/2025 08:13:00,0.327,12.17,19.98,-10.12
14225,02/08/2025 08:14:00,0.33,12.173,20.0,-10.11
14226,02/08/2025 08:15:00,0.323,12.176,20.05,-10.08
14227,02/08/2025 08:16:00,0.327,12.179,19.95,-10.13
14228,02/08/2025 08:17:00,0.327,12.183,20.01,-10.09
14229,02/08/2025 08:18:00,0.327,12.187,20.05,-10.07
14230,02/08/2025 08:19:00,0.327,12.192,20.06,-10.06
14231,02/08/2025 08:20:00,0.327,12.195,20.05,-10.06
14232,02/08/2025 08:21:00,0.323,12.199,20.01,-10.08
14233,02/08/2025 08:22:00,0.323,12.204,20.06,-10.04
14234,02/08/2025 08:23:00,0.327,12.208,20.06,-10.04
14235,02/08/2025 08:24:00,0.327,12.214,20.05,-10.05
14236,02/08/2025 08:25:00,0.327,12.219,20.14,-9.99
14237,02/08/2025 08:26:00,0.323,12.226,20.12,-9.99
14238,02/08/2025 08:27:00,0.327,12.231,20.09,-10.0
14239,02/08/2025 08:28:00,0.33,12.238,20.16,-9.96
14240,02/08/2025 08:29:00,0.33,12.245,20.11,-9.98
14241,02/08/2025 08:30:00,0.33,12.251,20.09,-9.99
14242,02/08/2025 08:31:00,0.327,12.258,20.16,-9.94
14243,02/08/2025 08:32:00,0.327,12.264,20.16,-9.94
14244,02/08/2025 08:33:00,0.33,12.272,20.11,-9.96
14245,02/08/2025 08:34:00,0.327,12.279,20.16,-9.92
14246,02/08/2025 08:35:00,0.327,12.287,20.17,-9.91
14247,02/08/2025 08:36:00,0.327,12.294,20.14,-9.92
14248,02/08/2025 08:37:00,0.33,12.302,20.22,-9.87
14249,02/08/2025 08:38:00,0.327,12.311,20.22,-9.86
14250,02/08/2025 08:39:00,0.33,12.322,20.21,-9.86
